Composite.Element.REF	TCGA-OR-A5J2-01	TCGA-PA-A5YG-01	TCGA-OR-A5JV-01	TCGA-OR-A5JT-01	TCGA-OR-A5JR-01	TCGA-OR-A5JP-01	TCGA-OR-A5J6-01	TCGA-OR-A5J8-01	TCGA-OR-A5J3-01	TCGA-OR-A5J9-01	TCGA-OR-A5J7-01	TCGA-OR-A5K1-01	TCGA-OR-A5JY-01	TCGA-OR-A5JS-01	TCGA-OR-A5K6-01	TCGA-OR-A5K8-01	TCGA-OR-A5K3-01	TCGA-OR-A5JA-01	TCGA-OR-A5K0-01	TCGA-OR-A5K5-01	TCGA-OR-A5K4-01	TCGA-OR-A5JW-01	TCGA-OR-A5KU-01	TCGA-OR-A5KO-01	TCGA-OR-A5LS-01	TCGA-OR-A5LT-01	TCGA-OR-A5LG-01	TCGA-OR-A5LN-01	TCGA-OR-A5LO-01	TCGA-OR-A5LP-01	TCGA-OR-A5LK-01	TCGA-OR-A5LJ-01	TCGA-OR-A5LD-01	TCGA-OR-A5LL-01	TCGA-OR-A5LM-01	TCGA-OR-A5KZ-01	TCGA-OR-A5KY-01	TCGA-OR-A5KX-01	TCGA-OR-A5KW-01	TCGA-OR-A5LH-01	TCGA-PK-A5H8-01	TCGA-PK-A5HA-01	TCGA-OU-A5PI-01	TCGA-OR-A5JZ-01	TCGA-PK-A5H9-01
PEA15|PEA15	1.7189	-0.7672	0.2017	-0.0126	-0.7402	-0.7755	-1.078	-0.1662	-0.5253	-0.3515	-0.3753	-0.0258	0.9396	2.0792	1.7486	0.0343	-0.7063	-0.1403	0.8744	0.4558	-0.0216	-0.8817	0.3651	-0.8364	-1.0802	-0.3534	0.485	-0.2261	-0.4788	-0.7809	-0.5415	0.8068	0.1857	4.1331	-0.4409	0.0466	0.3948	-1.1101	0.9935	-0.1903	-0.1839	-1.0857	0.5914	-1.3603	-0.8187
PIK3CA |PI3K-p110-alpha	0.587	-0.6836	0.0234	-1.2448	0.0429	0.7818	-0.9313	-1.3164	-0.5461	1.8294	0.6715	-1.2042	-1.7942	0.4302	0.4199	0.8763	0.0242	0.3067	-1.5516	0.2611	1.1293	0.0283	-1.3299	2.9006	1.5091	1.6364	0.4778	0.4287	-1.0939	-0.3282	-0.4565	-0.5317	1.4109	0.3052	-0.2116	0.0239	-0.5585	0.1007	-0.2703	-1.2935	0.0843	0.3964	0.7731	-1.814	-0.299
PRKCA |PKC-alpha	-1.0481	0.1401	0.565	0.4095	2.193	0.5296	0.7295	-0.7925	-0.6052	-0.4954	-0.1334	2.0318	-0.1303	-0.5578	-1.1246	-0.192	1.6708	0.7171	-1.0764	-1.6683	1.8286	-0.7178	-0.3153	-1.2431	-0.886	1.7541	-0.6095	1.7462	-0.4743	0.7095	-0.5311	-1.1383	-0.4297	0.6338	0.0573	-1.6119	-1.1023	0.6128	-0.5889	0.1996	1.1053	1.1044	-0.8447	-0.276	-0.1451
PRKCA |PKC-alpha_pS657	-1.5632	-0.0723	0.4742	0.2471	1.624	0.7886	0.8118	-0.311	-0.2592	-0.665	0.0041	1.5363	-0.2867	-1.2073	-1.2895	0.0266	1.3057	0.9649	-0.9692	-2.0757	0.8827	-0.4659	0.08	-0.9192	-1.2716	1.6359	-0.6519	1.6798	-0.4949	0.7839	-0.207	-1.3673	0.0321	1.1677	0.2673	-2.0257	-1.2846	1.0555	-0.263	0.3147	1.1121	1.3634	-0.7316	0.0541	0.1694
PRKCD|PKC-delta_pS664	-0.2748	0.0591	0.476	-0.1776	2.5128	0.2869	1.0724	-1.2586	-0.6234	-0.0722	-0.6303	2.2113	-0.3358	-1.0941	-0.411	0.0018	1.5483	0.6907	-1.1223	-1.1038	0.4162	-0.1617	-0.8817	-0.8297	-0.9036	2.0285	-0.0785	2.0404	-1.0075	0.5403	-0.3724	-1.4597	0.0232	0.4694	0.0403	-1.5833	-1.2662	0.4523	-0.667	0.3745	0.8169	1.3675	-0.8883	0.2069	-0.4319
PGR|PR	0.6908	1.1989	1.4456	0.3122	0.06	-0.4179	2.0654	-2.3191	-1.0652	0.5994	-0.1848	-0.4451	-0.3615	-0.712	-0.1967	-0.1897	0.7126	-1.0466	-1.0	-0.7392	0.6986	-0.6585	-0.534	-1.2846	0.5499	-0.921	0.3821	0.2936	0.3523	1.0586	0.1685	-0.4781	3.2271	-2.1445	0.1636	-0.1243	-0.1663	1.3718	-0.9082	0.9843	0.2689	0.4753	-0.2531	-0.1535	-0.7757
AKT1S1|PRAS40_pT246	-1.0374	-1.3388	-1.0021	0.2933	0.6339	1.0195	-1.0618	-0.113	1.4664	0.466	-0.1825	2.8723	-2.2449	-1.0862	-0.1944	0.5192	-0.36	0.367	0.064	0.6462	-0.1475	0.3141	-0.6864	1.2949	-1.8033	0.8514	0.5852	-0.5006	-0.8853	-1.588	-0.4996	-0.9405	-0.3692	0.3773	-0.3164	0.1263	0.9014	0.1268	1.0351	-1.0238	0.2508	-0.2449	0.0372	1.9578	1.4205
PTEN|PTEN	0.8723	-1.1741	-0.7416	-0.2315	-0.6347	2.6844	-1.1059	0.1089	0.735	2.0988	0.9705	-0.9216	-1.6429	-1.2157	1.0674	0.7225	-0.6695	-0.4131	-0.8238	-0.1188	-0.9537	1.2819	-1.3498	0.0546	1.1026	0.8873	0.9843	-0.4568	-0.5568	-0.7697	-0.7845	0.1024	0.3198	1.0083	0.2078	0.0226	0.8589	-0.319	0.4946	-1.9619	-0.6794	-0.299	1.2689	-1.0596	1.0296
RAD50|Rad50	-0.3442	-1.6999	-0.4384	-0.4122	-0.2907	-2.6923	-2.1705	-1.2476	0.858	0.1741	-0.024	-1.2052	1.7065	0.1747	-0.2215	-0.7742	0.0609	0.5616	1.5399	1.3253	1.2031	-0.666	-0.7514	-0.0441	-0.242	-0.8205	0.2593	-0.165	-0.1203	-0.8286	-0.8615	1.0373	1.0104	-0.1874	-0.0535	1.2887	0.2068	1.4057	0.8114	0.5372	2.2375	-0.8125	0.0784	0.7636	-0.1669
RAD51|Rad51	0.8352	0.8423	-0.6513	1.5972	-0.2224	-0.5035	1.0784	1.7831	-1.3699	-0.2046	-0.9903	-0.0924	0.8221	-1.6332	-0.6748	-0.7616	-0.1786	-0.8476	-0.6218	-0.7422	-1.0938	-1.4333	2.1233	-1.3966	0.8172	-0.1375	-0.6242	0.6656	0.1548	0.2961	1.1342	-0.5855	0.4382	-1.4423	0.4242	1.1584	-1.6436	1.7317	-1.0768	0.8592	-0.6114	1.1843	0.4491	0.5327	0.612
RB1|Rb_pS807_S811	-0.7068	0.2027	1.2395	0.0802	-0.0005	-0.0714	0.4178	2.1114	-0.0755	-0.302	0.1585	0.055	0.7108	-2.0564	-0.3833	0.8294	-0.5512	1.6962	3.1971	-0.1344	-0.7497	-0.7447	0.6875	0.0049	-1.073	2.0584	0.4405	-0.5699	-1.1907	-0.2676	-0.4878	-1.0651	-0.412	-1.3063	-0.6682	-1.0517	1.9472	0.4654	-0.3797	-0.2651	-0.4426	0.2454	-0.6201	-0.3421	-0.6303
RPS6|S6	-0.2218	-2.9658	-0.1699	-1.2267	-0.4007	1.5485	-1.3114	0.042	1.0935	0.2257	0.0508	0.2137	-2.3519	1.3436	0.8882	0.5284	-0.5057	0.9054	-0.2382	0.6501	0.3417	0.4267	-1.1383	2.4067	0.3304	0.2593	0.2842	-0.4053	0.3425	-0.6489	-0.7285	0.4208	1.9761	-0.1886	0.8768	0.8977	-0.1194	-0.4364	0.3539	-0.424	0.1824	-0.3905	-0.0027	-1.0958	-1.619
RPS6|S6_pS235_S236	-0.6635	0.0018	-0.9832	0.0248	-0.4916	-0.1402	1.0969	2.4992	2.462	-0.2224	0.6205	1.1141	0.1662	0.5374	0.4978	0.2443	-0.9901	1.6825	-0.4545	-0.5341	-1.1057	-0.2226	-0.3944	0.6974	-0.9897	-1.0735	0.7472	0.0854	-1.6606	0.0693	-0.3809	-1.3361	-1.1112	1.3919	2.0855	0.0092	-1.0897	-1.6337	0.0028	0.7865	-0.6117	-0.4827	0.7806	-0.8062	-0.225
RPS6|S6_pS240_S244	-0.7604	-0.0349	-1.3105	-0.1486	-0.0522	0.3872	1.0927	1.8517	1.7814	-0.6393	0.6826	1.9628	-0.1416	0.5129	0.4176	0.2882	-1.0564	2.1117	-1.383	-0.3014	0.0057	-0.1015	-0.4703	1.1842	-1.1237	-0.2859	0.5147	-0.4064	-1.722	-0.0176	-0.4158	-1.1295	-0.6138	0.1519	2.6944	-0.7339	-0.9911	-1.4813	0.1358	0.925	-0.1432	-0.7096	0.4185	-1.0507	0.1058
SHC1|Shc_pY317	0.8534	0.9911	1.3464	-0.7488	-0.6797	1.4081	1.4618	-1.6587	-0.7009	0.0066	0.5438	-0.4374	-1.0561	-0.5957	0.376	0.0036	0.0661	0.1972	-1.0444	0.253	-0.2316	0.1218	-1.5396	-1.5772	0.6336	-1.7929	0.8187	0.6148	-0.07	1.3413	-0.7557	0.3552	0.2369	3.6824	-0.6506	-0.989	0.0037	-1.1157	-0.4933	0.4749	0.6371	0.5089	-0.5049	-0.0783	-0.216
SMAD1|Smad1	0.6049	-0.8168	0.7707	0.3389	-0.4673	-0.6686	-0.6038	0.8716	-0.9719	2.8833	-1.2652	-0.2031	-2.1083	-0.9385	0.2104	-0.5887	-0.6357	-0.6481	0.7937	-1.3096	0.5632	-0.0028	-1.3673	-0.0038	0.1527	-0.1862	0.347	1.1076	1.3233	0.0179	-0.1997	0.144	1.3225	-1.2544	-0.1945	2.2183	-0.8836	1.2064	-0.9419	-0.1924	-0.2989	0.5412	0.9603	-1.1293	1.5025
SMAD3|Smad3	0.5289	-1.786	0.5145	1.9122	0.378	-1.1416	-2.7801	-0.5152	-1.0397	1.1119	-1.0543	-0.4181	0.2414	0.7345	-0.1043	-0.8281	-0.5214	-0.9719	-0.0923	0.592	1.971	-0.2511	0.9096	-0.4935	-0.2165	-0.9239	-0.9774	-0.2478	0.7976	0.4299	1.5553	1.1678	1.3279	0.7175	0.4572	1.8484	-1.0759	-0.0813	-0.7305	-0.7634	0.3816	0.8387	0.0686	-0.6007	-0.8696
SMAD4|Smad4	0.9269	2.2616	1.032	1.254	-0.2638	-0.5508	2.2225	-2.1547	-1.2316	0.5534	-0.2486	0.1364	0.1557	-1.397	-0.2994	0.1167	1.3093	-0.4486	0.048	-0.9576	0.0128	-0.9267	-0.9982	-2.2825	0.9576	-1.2036	0.6318	0.0961	0.3083	2.2178	-0.4218	-0.5595	0.2141	-0.983	-0.365	0.2057	-0.4923	0.3058	-0.2997	1.3105	-0.2105	-0.1948	-0.5498	0.7461	0.0167
SRC|Src	0.9458	-1.2139	-0.4755	-0.6988	-0.6041	-0.7578	-1.7722	-1.3793	-0.1971	1.4781	-1.3469	-0.7118	-1.4823	1.6081	0.7003	0.9628	-1.3365	-1.8589	-1.2957	-0.3508	0.6949	-0.1459	0.534	-0.1657	0.4858	0.5897	-0.3065	0.8848	0.232	-0.0753	-0.5862	0.1867	0.9857	1.1957	2.0301	1.9125	0.2782	1.6366	-0.4525	-0.5114	0.1758	-1.1481	0.5212	0.5904	0.2441
SRC|Src_pY416	-0.5981	0.8894	0.2452	-0.2252	-0.4014	-0.1434	1.4435	0.0589	-0.448	-0.9507	-0.854	-0.0395	-0.3931	-0.2254	-0.4861	0.5445	-0.2329	0.398	-1.4548	-0.6046	-0.2929	-0.2628	-0.3704	-0.6759	0.0003	-0.7758	-0.047	-0.6575	-0.1468	0.4629	-0.1999	0.4264	-0.2045	-0.6765	-0.867	-0.7008	-0.1731	0.0068	0.4654	0.593	-0.4534	0.9473	-0.4613	2.8026	4.7381
SRC|Src_pY527	-0.1747	0.1797	-1.2373	-1.3143	-0.293	1.7256	-0.0931	2.0924	-0.4379	0.0318	0.029	-0.0965	-1.0049	-0.0082	1.4934	-0.0086	-1.3912	-0.5406	-1.6731	1.1749	-1.7481	0.6477	0.4116	0.4772	-1.468	0.0668	0.6449	0.6315	-0.2873	-1.0178	-0.0123	-0.3497	-0.0973	0.0813	-0.8351	-0.4194	0.5	0.9083	0.1496	0.0366	-1.4634	-0.3016	0.649	1.1175	3.2248
STAT3|STAT3_pY705	1.6534	0.3182	0.5691	1.7571	-0.7338	-0.3355	1.1827	0.3136	1.2327	2.1205	-1.1229	0.6243	-0.3253	-1.9257	1.07	0.041	-0.6386	0.4049	1.9106	-0.2543	-2.1981	-1.0285	-1.07	-1.1592	-1.3662	-0.5335	0.9129	-0.5342	-1.432	-0.195	0.4173	-0.3176	-0.8855	-0.3637	-0.2826	-0.7979	-0.1518	-0.0955	0.2654	0.3483	-0.7515	0.3733	1.2018	0.6816	1.1001
STAT5A|STAT5-alpha	0.5714	0.2488	1.8522	0.5846	0.9258	-0.3856	-0.1383	-0.245	-0.5325	0.4792	-0.4298	0.2607	-1.7577	-1.6394	1.1319	-0.4838	0.2791	-0.9354	-2.5578	0.0804	1.4688	-0.301	-1.2718	-0.0484	-0.2628	0.8831	0.4226	1.627	-1.4056	-0.1394	0.45	0.1887	-1.7214	1.3293	0.6595	1.7487	-1.5792	0.1575	-0.9652	0.9385	-0.0925	0.4812	-0.1018	-0.7782	1.004
STMN1|Stathmin	1.0483	-0.3802	0.8625	2.4357	-0.3583	-0.9464	-0.4502	1.2308	-0.8556	0.1957	-0.4052	-0.5234	0.5326	0.0886	-0.3674	-1.4223	-0.3995	-0.9916	-0.9158	-0.7288	0.757	-1.7834	1.8489	-0.584	0.5597	-0.5842	-1.1225	-0.2391	0.3936	0.1146	0.3895	0.0192	2.118	-1.6578	0.622	1.8064	-0.7477	1.0257	-1.0472	0.4937	-0.9061	1.0987	0.6838	0.4456	-1.3538
SYK|Syk	-0.4136	0.357	1.9168	1.6579	0.2392	-0.9819	-0.1639	1.9055	-0.4741	-0.8816	-0.6637	-0.4473	0.2811	-1.3268	0.9433	-0.8713	-0.5851	-1.001	3.6614	-0.2382	-0.7978	-0.3792	-0.1727	-1.1955	-0.53	-0.9852	0.2908	0.9742	-1.1685	0.0306	1.4305	-0.0015	-1.363	-0.0884	-0.3293	-0.8575	-0.5426	-0.2241	0.2027	0.1896	0.0875	1.0601	1.1825	0.2521	0.0211
TSC2|Tuberin	0.7191	-2.3899	1.0364	-1.2571	-0.5915	1.5512	-1.8033	0.0361	0.334	1.5999	0.4682	-0.9603	-1.1767	-1.6984	1.234	1.1477	0.3355	0.9987	0.1558	0.0739	-0.0073	0.2713	-2.1518	1.5466	0.4291	0.6558	-0.028	-0.0191	-0.4199	-0.9907	-1.1437	0.0255	0.7392	1.5617	-0.246	1.1724	0.8078	-0.2292	-0.645	-0.7101	-0.2565	0.6144	0.2626	-1.1411	0.0887
KDR|VEGFR2	-0.3451	-1.5556	-1.0388	-1.0503	-0.1567	-1.2843	0.8724	-0.7488	0.1924	-1.2882	0.3664	-0.1387	0.9753	1.4634	-0.0135	-0.554	0.2221	1.6972	1.9669	0.125	-0.1219	-0.5016	-1.1657	1.2594	-0.0189	0.7217	1.3356	-0.9833	-2.1101	-0.8811	-0.3573	0.5198	-1.9929	1.4354	-0.8195	0.5322	-0.7392	0.3562	0.074	-0.5621	1.2715	0.0889	0.6065	0.7341	1.6113
XRCC1|XRCC1	0.4915	0.5521	1.5309	-0.2362	-0.0398	-0.4315	1.7467	-2.8342	-1.2075	1.7395	-0.993	-0.5248	0.6067	-1.0356	-0.2869	0.3723	0.088	-0.1601	-0.2779	-0.772	0.2849	-1.913	-1.1433	-0.762	0.8022	-1.2598	0.0825	-0.1276	0.1156	1.0711	0.0839	0.3783	1.5724	-1.0446	0.6394	2.456	-0.1828	0.6057	-0.6744	0.9983	0.5603	0.3085	0.1	-0.2026	-1.0772
YAP1|YAP	0.7067	-0.2417	0.9414	2.6487	-1.2233	-0.4964	-0.2623	1.8765	0.6474	-0.6336	0.3487	-1.2515	0.4374	0.6742	0.5991	-0.8007	0.1012	-1.1395	-0.0337	0.4609	0.8595	-1.7747	1.5307	-1.7408	-0.2677	-1.6009	0.8526	-1.1205	0.7668	0.7061	-1.4868	-0.4554	1.5679	1.3634	-0.4943	0.3417	0.5741	-0.1546	0.2962	-0.4125	-0.8007	-1.3783	-0.144	0.1388	-0.5263
YAP1|YAP_pS127	0.9434	-0.2079	-2.0057	0.6134	-1.3773	0.9563	-0.6262	0.287	0.6044	-0.736	0.7293	-0.4838	-0.5683	1.6388	0.3238	-0.8517	-0.9733	0.2212	-0.0571	1.2243	-0.1362	-0.106	1.231	0.4916	-2.5349	0.0778	1.9486	-0.4589	0.1352	-0.4542	-0.8147	-0.8267	0.8174	1.0162	-0.6642	-0.575	1.6915	0.0455	0.9827	-1.9548	-0.4283	-1.2646	0.4015	0.1486	1.5764
YBX1|YB-1	-0.4464	-0.473	-0.1761	-0.7494	0.2577	-0.015	-2.6027	-1.6572	-0.6075	1.181	-0.5728	-0.9444	0.8677	0.8314	-0.458	-0.535	0.4324	-0.2197	-1.1837	0.841	1.9882	1.5758	0.9546	0.3435	0.3189	-1.2073	-0.9216	-0.2676	0.4182	1.0669	0.0457	0.7301	-0.398	0.0184	-0.4271	2.3306	1.2992	-1.1211	-0.1313	-2.1318	1.033	-0.4837	0.4205	0.7603	0.0152
YBX1|YB-1_pS102	-0.2691	-0.7586	-0.318	2.2704	1.3163	0.0312	-0.588	2.9831	1.3002	0.8501	-0.2669	2.76	-0.4847	-0.845	-0.0513	0.0574	-1.1492	0.483	-1.322	0.8619	1.6779	-0.4686	0.52	0.0541	-0.5453	0.1677	-0.1681	-0.3952	-1.4785	-0.9351	-0.6756	-0.9313	0.937	-0.9862	-1.0312	-0.5646	-0.4947	-0.4177	0.0414	0.3456	-0.4542	0.053	-0.8992	-0.0882	-0.124
EIF4EBP1|4E-BP1_pT70	0.6641	-0.4304	-0.7627	2.3682	-0.005	0.3798	-0.4766	1.0593	0.3055	0.165	-0.561	0.149	0.4254	1.4944	-0.1911	-0.9037	-0.7507	-1.1012	-0.382	0.0921	0.2287	-1.6066	3.1583	1.0341	-0.7045	-0.0257	-0.5209	-0.4257	-0.6959	-0.6946	0.162	0.3855	0.9591	-2.8004	-0.3888	0.5537	-0.5402	1.4308	-0.4539	-0.8784	-0.847	0.9639	0.4793	-0.7898	0.4789
ARAF|A-Raf_pS299	0.0159	0.7733	0.4216	-0.4687	0.9603	-0.7125	0.5228	-0.6208	0.4512	-0.7098	-0.1976	1.0093	-1.0704	-1.3168	-0.9743	0.4445	0.187	-0.4019	-1.4824	-1.3071	3.0585	-0.0214	-1.2641	-0.85	0.6324	0.4994	-0.0627	-0.2242	0.1752	0.6796	0.5283	-1.2534	-0.5357	-0.9238	2.4878	-0.943	0.5024	-0.1174	0.3716	0.2012	0.1006	-0.6644	0.1266	2.7504	-0.7775
ANXA7|Annexin_VII	1.7028	0.4991	0.3995	0.067	-0.6424	-0.5346	1.7466	-1.5643	0.195	0.6034	0.5398	-1.1845	0.412	1.3954	0.4637	0.7427	0.9506	-0.956	-0.6707	-1.3821	-0.1313	-0.1075	-1.8438	-2.1916	2.0272	-0.6243	1.6533	-0.8129	1.0412	-0.2299	-1.2045	0.4927	-0.3432	0.582	0.1061	-1.3895	0.2465	-0.6796	-0.5627	0.0579	-1.111	0.6246	1.0754	1.0489	-0.5069
ARID1A|ARID1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRAF|B-Raf	-0.3665	-1.187	0.5059	-1.3465	0.4453	-0.804	-1.6377	-0.0636	1.2023	1.3178	-0.5174	0.0879	-0.0121	-0.1303	-0.9206	0.4684	0.9978	0.7796	-1.4358	0.1897	-0.0049	0.385	-1.4597	1.396	1.567	-0.3204	-0.7009	0.0606	1.2024	-0.3449	0.0116	-1.1371	-2.1909	-0.7486	2.7456	-0.8128	0.2487	-0.7622	1.3273	1.1125	0.8576	0.2454	0.2746	-1.0581	0.5331
BAD|Bad_pS112	-0.7909	-0.4706	-1.1619	0.1761	0.0676	1.2583	0.2536	0.7168	0.3845	0.2787	1.5869	1.5141	-1.4407	0.6269	1.1779	0.6141	-0.6499	1.0976	-0.4836	-0.5646	-1.09	0.4082	-0.3813	0.2224	-2.281	2.0582	1.5666	0.3324	-1.9184	-0.7563	0.347	-0.6123	-0.0017	2.0276	-1.0411	-1.8333	0.6223	-0.3433	0.0661	-0.7605	-0.9244	-0.0369	-0.3998	0.4285	0.1101
BAP1|Bap1-c-4	0.5933	0.1748	1.1027	-1.3644	-0.2282	1.0378	0.256	-0.3934	-0.577	1.5759	0.7808	-0.1557	-0.7425	0.7739	0.3943	-0.3582	-0.4321	-0.0903	1.7129	0.1199	1.0524	-1.3785	-3.282	-0.4004	0.5055	-0.9491	0.2041	-0.6215	0.5888	0.2905	-1.0916	1.2692	-0.0024	-1.0866	-0.3562	3.0445	0.2233	0.797	-0.6514	-0.6787	0.1867	-0.3756	-0.8423	-0.6112	-0.0149
BRCA2|BRCA2	0.9164	1.077	1.0337	1.4144	0.0048	-0.8775	2.4056	-0.0928	-1.2106	0.1911	-1.269	-0.219	1.0575	-0.2337	-1.3364	-0.5374	0.518	-0.2764	-0.5412	-1.1633	-0.1843	-1.5551	0.6402	-2.2498	0.8435	-1.266	0.7597	0.46	0.1581	1.1145	0.484	-0.1423	0.2054	-1.5112	-0.382	1.2169	-1.6819	1.0857	-1.1342	0.9904	-0.4416	0.8243	0.1087	1.1006	-0.3049
MS4A1|CD20	1.5531	1.6969	0.4127	-0.5109	0.5136	-0.5066	1.7338	-2.2598	-0.9703	1.7416	-0.427	-0.4857	-0.4433	-0.0353	-0.0645	-0.3022	0.2148	-0.7768	-0.8155	0.3425	0.7434	-0.5087	0.1976	-2.2204	-0.2255	-0.4173	0.4306	1.4212	0.128	1.6147	0.0014	0.4786	1.6151	-2.0726	-0.6495	1.1375	-0.6223	0.9451	-0.7923	0.7331	0.0947	-0.0579	-0.9726	-0.5442	-1.0688
CCNE2|Cyclin_E2	0.3336	0.0997	0.1642	-0.8748	-0.0248	-0.2797	-0.2245	-1.104	-0.4058	1.1394	0.2291	-0.3044	-0.2938	0.4806	0.1927	0.1805	-0.0521	-0.1207	0.2958	0.2582	0.9362	-0.2728	-1.1201	0.4821	0.0522	-0.6084	0.2988	0.4788	0.0422	0.3421	-0.6425	1.8282	0.0582	-0.9969	-0.2219	4.278	-0.0694	0.0158	0.1139	0.1377	0.3369	0.108	-3.5465	-0.8307	-0.8892
ETS1|ETS-1	1.5402	0.4151	0.5489	0.8501	0.6515	-1.1557	-0.7009	-0.5131	-1.5054	0.4458	-1.1571	-0.1017	1.785	0.5316	-0.4915	-0.2851	-0.3424	-1.4557	-1.1342	0.4392	0.8808	-0.0769	1.7183	-1.6149	-0.4132	-0.6385	-0.5913	0.8364	-0.4106	1.4856	0.9744	1.4473	1.9382	-2.0718	-0.3329	0.1574	-1.2847	0.2424	-1.091	0.8218	0.9822	0.1847	0.0379	-0.419	-1.1271
EIF4G1|eIF4G	0.9391	-0.2009	1.1611	-1.0662	0.7467	0.6545	-1.3319	0.2326	-0.0216	1.8441	0.2234	-1.6096	-0.1789	-1.2578	0.1651	-1.771	0.1605	0.2328	-0.2424	1.907	1.2044	0.2187	-0.6021	1.3558	1.2856	0.0502	-1.7735	-0.3004	0.992	0.0354	-0.315	-0.7086	-2.394	-0.8589	1.1923	0.8103	0.4444	-1.2327	-0.1792	-1.5424	0.3954	0.7899	0.153	-0.2782	0.6711
FASN|FASN	-0.1662	-1.1676	-0.6293	-1.4286	-0.4823	2.2629	-0.2923	-1.0102	0.6916	0.567	0.9688	-0.6375	1.2525	0.4272	2.6645	-0.4182	-0.0874	0.7824	-0.7349	1.8024	0.3989	-0.2841	-0.4959	0.2022	-0.3753	-0.2831	0.0648	-0.474	0.8207	-0.9423	-1.5133	-0.4951	1.0051	-1.718	0.7679	0.9137	1.7488	-0.7359	0.8328	0.3197	-0.7015	-1.1486	-0.2484	-1.4348	-0.589
FOXO3|FOXO3a_pS318_S321	-0.6074	0.7317	-0.8237	-0.0379	-0.6755	1.7835	1.2537	-1.5113	-0.4619	0.5998	0.8395	1.2947	-1.2608	-0.7463	0.044	0.8963	-0.3703	-0.4016	-0.7929	-0.7459	-0.5421	-0.0686	-0.826	-0.414	-0.2623	-0.917	1.036	-0.2223	-1.0674	0.0735	0.0829	-1.2442	2.5743	-0.0291	0.416	-2.518	1.5736	-0.5257	-0.2973	0.3755	-0.169	1.142	0.889	-0.1596	2.0921
FOXM1|FoxM1	0.8855	1.2623	0.0083	-0.2539	-0.1429	0.6835	1.4767	1.3482	-1.4167	-0.8933	-0.0293	0.2313	-0.302	-1.51	-1.2577	-0.0031	0.1235	1.1724	0.506	-0.7449	-0.8544	-1.3236	-1.07	1.3549	0.0395	-0.2	0.108	-0.6614	-0.4773	0.9896	-0.3785	2.3251	1.301	-1.6938	-0.2386	2.8894	0.3734	-0.5827	-0.9255	0.2943	-0.326	-0.0589	-1.0468	-0.1217	-0.86
G6PD|G6PD	-0.2876	0.0508	0.5478	1.7355	2.0894	0.8858	-0.1036	-1.4236	-0.5366	0.7136	-0.3945	1.6452	2.5941	1.9178	-0.8375	0.4619	0.3226	-0.742	-1.3092	-0.1687	2.3958	-0.8479	-0.3318	-0.5111	-0.4307	-0.6751	-0.1846	-0.0171	-0.6372	0.001	0.2534	-0.9362	-0.4905	-1.3452	0.1958	-0.3644	-0.953	-0.9574	-0.8313	0.2278	0.3791	-0.3987	-0.6572	1.1308	-1.1754
GAPDH|GAPDH	-0.3786	-1.1838	-0.0334	-1.2541	-0.2761	-0.468	-1.4636	-1.4618	1.5805	-0.738	0.5359	-0.1865	-0.1761	1.2033	0.0492	0.3138	0.5764	1.356	0.1242	0.2123	1.3714	0.4782	0.4629	-0.8878	0.2624	1.5128	-0.9522	-0.7196	0.5298	-0.3083	-1.1726	0.6525	-0.5832	-0.5993	0.6315	-0.7213	3.3946	-0.9866	1.4625	-0.4654	0.3456	-0.7141	-0.5639	0.9141	-1.6757
GSK3A GSK3B|GSK3_pS9	-1.0734	-0.4229	-1.0364	-0.1839	0.9401	0.4606	-0.4905	0.8383	0.9803	-0.0184	0.1524	1.5974	-1.1679	-0.3165	1.1516	0.1291	-0.7998	0.9541	-0.8876	1.8991	-1.0997	0.4257	-0.9355	1.6527	-1.7759	1.1541	1.5597	0.3902	-1.3741	-0.9909	-0.0128	-1.4798	-0.4404	0.9212	-1.3858	-1.784	1.111	-0.3728	0.5998	-0.6311	-0.8418	0.6196	0.5846	0.2448	1.1554
NRG1|Heregulin	-0.0013	0.2584	0.3607	3.7167	-0.6602	-0.7643	1.1056	-1.4686	-0.6807	0.3169	-0.5892	-0.8163	0.3177	-0.2133	-0.5519	-0.4968	0.593	-0.9188	-0.1698	-0.5253	-0.0771	-0.9619	0.0724	-0.9951	0.2841	-0.425	0.2645	-0.4915	0.4218	0.3533	0.1411	-0.109	-0.1348	-1.1509	0.0203	2.9864	-1.1155	2.691	-0.4864	-0.1178	0.2294	-0.3229	0.3676	0.4451	-0.7019
MYH11|MYH11	2.6456	1.0825	-0.3995	0.2244	-0.8174	0.1372	1.2289	-1.7972	-1.2947	1.243	0.4438	0.2893	-0.6394	-0.8335	0.6869	-0.1235	0.0702	1.3138	-0.3858	-0.8337	-0.9783	-0.0398	-0.2249	-0.301	-0.8565	-0.6405	0.9479	-0.2785	0.7266	1.4488	1.4477	2.0343	0.1753	-1.5265	-0.9656	-1.1509	-1.502	0.2853	-1.0554	-0.5955	0.2189	-0.3625	0.7395	-0.9593	1.172
